age,workclass,education,education_years,marital_status,occupation,relationship,race,sex,hours_week,country,permit,stress
34,Private,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,,Male,40,United-States,B,0
65,,Bachelors,13,Married-civ-spouse,,Husband,,Male,40,United-States,D,1
42,Private,HS-grad,9,Never-married,Priv-house-serv,Not-in-family,,Female,40,,D,0
60,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,,Male,40,United-States,D,0
36,Local-gov,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,,Female,35,Germany,D,1
48,State-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,,Male,65,United-States,B,1
53,Local-gov,Masters,14,Never-married,Exec-managerial,Not-in-family,,Female,50,United-States,D,1
18,Private,12th,8,Never-married,Other-service,Own-child,,Female,20,United-States,M,0
28,Private,Some-college,10,Never-married,Exec-managerial,Not-in-family,,Male,55,United-States,M,0
40,Private,11th,7,Divorced,Sales,Other-relative,,Female,20,United-States,C,0
18,Private,Some-college,10,Never-married,Sales,Own-child,,Male,30,United-States,M,0
22,Private,Some-college,10,Never-married,Other-service,Own-child,,Female,30,United-States,C,0
19,Self-emp-not-inc,11th,7,Married-civ-spouse,Craft-repair,Own-child,,Male,55,United-States,D,0
43,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,,Male,15,United-States,D,1
30,Local-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Female,40,Germany,B,0
26,Private,HS-grad,9,Divorced,Transport-moving,Own-child,,Female,40,United-States,M,0
38,Private,Bachelors,13,Never-married,Prof-specialty,Own-child,,Male,40,United-States,M,0
19,Private,Some-college,10,Never-married,Craft-repair,Own-child,,Male,40,United-States,M,0
24,Private,Masters,14,Never-married,Exec-managerial,Own-child,,Male,90,United-States,D,0
31,Private,HS-grad,9,Never-married,Sales,Unmarried,,Female,8,United-States,A,0
23,Private,Bachelors,13,Never-married,Exec-managerial,Unmarried,,Male,40,United-States,C,0
34,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,,Male,60,United-States,D,0
59,Private,HS-grad,9,Widowed,Adm-clerical,Unmarried,,Female,60,United-States,B,0
37,Local-gov,Some-college,10,Separated,Adm-clerical,Not-in-family,,Female,40,United-States,C,0
46,Federal-gov,Masters,14,Married-civ-spouse,Armed-Forces,Husband,,Male,40,United-States,B,1
51,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,,Male,40,United-States,C,0
53,Federal-gov,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,,Male,50,United-States,D,0
27,Private,Assoc-voc,11,Never-married,Tech-support,Other-relative,,Female,36,United-States,D,0
48,Private,5th-6th,3,Divorced,Machine-op-inspct,Unmarried,Other,Female,40,Dominican-Republic,B,0
32,Private,Assoc-voc,11,Married-civ-spouse,Tech-support,Wife,,Female,24,United-States,D,1
54,Private,10th,6,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,40,United-States,M,0
43,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,,Male,40,United-States,A,0
60,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,,Male,40,United-States,C,0
53,Self-emp-inc,11th,7,Widowed,Exec-managerial,Not-in-family,,Female,30,United-States,B,0
22,Private,Some-college,10,Never-married,Transport-moving,Own-child,,Male,20,United-States,D,0
47,Local-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,,Male,35,United-States,B,1
30,Private,HS-grad,9,Never-married,Sales,Not-in-family,,Female,40,Ireland,C,0
32,Private,Masters,14,Never-married,Exec-managerial,Not-in-family,,Female,45,United-States,M,1
55,,Bachelors,13,Married-civ-spouse,,Husband,,Male,40,United-States,A,0
28,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,,Female,45,United-States,C,1
25,Private,HS-grad,9,Never-married,Adm-clerical,Unmarried,,Female,40,United-States,M,0
29,Private,Assoc-voc,11,Never-married,Exec-managerial,Unmarried,,Female,50,United-States,D,0
55,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,,Male,99,United-States,C,1
47,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,,Male,50,United-States,C,1
29,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,,Male,55,United-States,C,0
29,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,,Female,40,United-States,A,0
41,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,,Female,40,Mexico,M,0
33,Private,Assoc-voc,11,Separated,Adm-clerical,Own-child,Black,Female,50,United-States,B,0
45,Local-gov,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,,Male,45,United-States,C,1
34,Private,Some-college,10,Never-married,Exec-managerial,Not-in-family,,Female,40,United-States,C,0
26,Private,Assoc-voc,11,Never-married,Sales,Not-in-family,,Male,40,United-States,D,0
52,Private,Some-college,10,Divorced,Other-service,Unmarried,,Female,50,United-States,M,0
47,Private,Bachelors,13,Married-civ-spouse,Other-service,Husband,Black,Male,40,United-States,M,1
36,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,,Male,50,,B,0
31,Private,12th,8,Never-married,Other-service,Own-child,,Male,32,United-States,M,0
19,Private,Some-college,10,Never-married,Exec-managerial,Own-child,,Female,35,United-States,D,0
47,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,,Male,60,United-States,B,1
24,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,,Female,40,United-States,M,0
26,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,,Male,38,United-States,C,0
41,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,,Female,15,Cuba,C,1
42,Private,Prof-school,15,Married-civ-spouse,Other-service,Wife,Amer-Indian-Eskimo,Female,40,South,B,1
35,Private,Bachelors,13,Never-married,Other-service,Not-in-family,,Male,50,United-States,M,0
73,State-gov,HS-grad,9,Widowed,Adm-clerical,Not-in-family,,Female,40,United-States,C,0
26,Local-gov,Bachelors,13,Never-married,Prof-specialty,Own-child,,Female,35,United-States,D,0
80,Private,Masters,14,Widowed,Prof-specialty,Not-in-family,,Female,10,United-States,A,0
39,Federal-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,,Female,60,United-States,M,0
46,Federal-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,,Male,40,United-States,A,1
44,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,,Male,40,United-States,A,0
36,State-gov,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,,Female,20,United-States,C,1
54,Private,1st-4th,2,Separated,Priv-house-serv,Other-relative,,Female,40,Mexico,M,0
21,Private,10th,6,Married-civ-spouse,Farming-fishing,Husband,,Male,70,United-States,D,0
23,Private,Bachelors,13,Married-civ-spouse,Other-service,Husband,,Male,40,United-States,D,0
25,Private,Assoc-acdm,12,Divorced,Adm-clerical,Not-in-family,Black,Female,45,United-States,C,0
22,Private,HS-grad,9,Never-married,Sales,Own-child,,Female,35,United-States,C,0
45,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Wife,,Female,45,United-States,M,1
30,Private,HS-grad,9,Divorced,Exec-managerial,Unmarried,,Female,40,United-States,C,0
33,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Other,Female,19,United-States,C,0
22,Private,HS-grad,9,Never-married,Sales,Own-child,,Male,40,United-States,B,0
52,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,,Male,40,United-States,A,1
25,Private,Some-college,10,Never-married,Other-service,Own-child,,Female,40,United-States,C,0
41,Private,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,,Male,50,United-States,D,1
41,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,,Male,40,United-States,M,0
37,Local-gov,Bachelors,13,Divorced,Prof-specialty,Not-in-family,,Female,36,United-States,C,0
31,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,,Male,50,United-States,B,1
46,Private,Bachelors,13,Divorced,Other-service,Unmarried,,Male,40,United-States,D,1
43,Self-emp-not-inc,Some-college,10,Divorced,Other-service,Unmarried,,Female,42,United-States,M,0
22,Private,HS-grad,9,Never-married,Sales,Not-in-family,,Female,24,United-States,C,0
20,Local-gov,Some-college,10,Never-married,Adm-clerical,Own-child,,Female,10,United-States,C,0
37,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,,Male,50,United-States,M,1
37,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Not-in-family,,Female,30,United-States,D,0
24,Private,Some-college,10,Married-civ-spouse,Priv-house-serv,Wife,,Female,40,,A,0
28,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,,Female,40,United-States,D,0
20,Private,Some-college,10,Never-married,Adm-clerical,Own-child,,Female,15,United-States,M,0
46,Federal-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,,Male,40,United-States,M,1
26,Private,Some-college,10,Never-married,Tech-support,Own-child,,Male,20,United-States,A,0
49,Local-gov,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,,Male,40,United-States,B,0
28,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,,Male,38,United-States,A,1
47,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,,Male,45,Mexico,B,0
30,Private,10th,6,Divorced,Sales,Not-in-family,Amer-Indian-Eskimo,Male,40,United-States,C,0
31,Private,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,,Female,25,United-States,A,0
37,Private,Assoc-acdm,12,Married-civ-spouse,Sales,Wife,,Female,25,United-States,B,0
44,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,,Female,40,United-States,C,1
25,Private,10th,6,Separated,Sales,Own-child,,Female,25,United-States,A,0
39,Private,Masters,14,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Male,40,China,A,0
27,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,,Female,40,United-States,C,0
30,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Other,Male,40,United-States,M,0
25,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,,Female,40,United-States,M,0
33,Private,HS-grad,9,Divorced,Exec-managerial,Unmarried,,Female,40,United-States,A,0
20,,Some-college,10,Never-married,,Own-child,,Male,15,United-States,B,0
65,Private,Bachelors,13,Divorced,Prof-specialty,Not-in-family,,Male,40,United-States,D,0
35,Private,Assoc-acdm,12,Divorced,Transport-moving,Unmarried,,Female,24,United-States,M,0
57,Private,Masters,14,Divorced,Exec-managerial,Not-in-family,,Male,50,United-States,D,1
20,Private,Some-college,10,Never-married,Sales,Own-child,,Female,16,United-States,A,0
27,Private,Bachelors,13,Never-married,Tech-support,Unmarried,Asian-Pac-Islander,Female,20,Philippines,D,0
20,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,,Female,17,United-States,D,0
55,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,,Male,40,United-States,A,1
34,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,,Female,55,United-States,D,1
50,Self-emp-inc,HS-grad,9,Married-civ-spouse,Other-service,Husband,,Male,50,United-States,D,1
46,Private,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,,Male,40,United-States,M,0
55,Private,HS-grad,9,Divorced,Other-service,Not-in-family,,Female,40,England,C,0
32,,Bachelors,13,Never-married,,Not-in-family,,Female,20,,B,0
41,,HS-grad,9,Separated,,Not-in-family,Black,Female,32,United-States,C,0
67,,Bachelors,13,Divorced,,Not-in-family,,Female,60,United-States,D,0
37,State-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,,Male,50,United-States,A,1
20,Private,12th,8,Never-married,Adm-clerical,Own-child,,Female,40,Mexico,C,0
56,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,,Male,40,United-States,M,0
38,State-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,Black,Female,30,United-States,B,1
48,Private,9th,5,Divorced,Other-service,Not-in-family,,Female,40,United-States,B,0
18,Private,12th,8,Never-married,Sales,Own-child,,Male,30,United-States,M,0
50,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,,Male,50,United-States,M,1
29,Private,Bachelors,13,Never-married,Adm-clerical,Own-child,,Female,40,United-States,B,0
40,Private,HS-grad,9,Married-civ-spouse,Other-service,Wife,,Female,40,United-States,A,1
45,Self-emp-not-inc,Masters,14,Never-married,Prof-specialty,Not-in-family,,Female,60,United-States,A,0
30,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,,Male,40,United-States,C,0
27,Local-gov,Assoc-voc,11,Never-married,Protective-serv,Not-in-family,,Male,56,United-States,C,0
24,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,,Female,40,United-States,C,0
37,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,,Male,25,United-States,M,0
20,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,,Male,40,United-States,D,0
50,Local-gov,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,,Male,40,United-States,B,1
53,Private,HS-grad,9,Separated,Handlers-cleaners,Unmarried,,Male,45,United-States,A,0
28,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,,Male,60,United-States,C,0
27,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,,Male,40,United-States,M,0
33,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,,Male,55,United-States,M,1
17,Private,10th,6,Never-married,Sales,Own-child,,Female,30,United-States,M,0
19,,Some-college,10,Never-married,,Own-child,,Female,30,United-States,B,0
29,Private,Prof-school,15,Never-married,Prof-specialty,Not-in-family,,Female,55,United-States,A,0
24,Local-gov,Some-college,10,Divorced,Transport-moving,Not-in-family,Black,Male,50,United-States,M,0
29,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,,Female,40,Scotland,M,0
34,Private,Assoc-acdm,12,Married-civ-spouse,Other-service,Husband,Black,Male,50,United-States,C,1
46,Private,Some-college,10,Widowed,Adm-clerical,Not-in-family,,Female,60,United-States,B,0
20,Private,Assoc-acdm,12,Never-married,Other-service,Own-child,,Female,25,United-States,B,0
32,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,,Female,45,United-States,D,0
50,Local-gov,10th,6,Never-married,Sales,Not-in-family,,Male,40,United-States,C,0
35,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,,Male,40,United-States,M,0
21,Private,Some-college,10,Never-married,Craft-repair,Not-in-family,,Male,55,United-States,M,0
28,Private,10th,6,Never-married,Sales,Unmarried,,Female,15,United-States,M,0
64,Self-emp-inc,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,,Female,40,,D,1
45,Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,,Female,40,United-States,M,0
33,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,Black,Male,40,United-States,M,0
36,Private,HS-grad,9,Never-married,Sales,Not-in-family,,Female,40,United-States,B,0
23,Private,Bachelors,13,Never-married,Other-service,Not-in-family,Black,Male,15,United-States,M,0
19,Private,11th,7,Never-married,Sales,Not-in-family,,Female,40,United-States,A,0
45,Private,Assoc-acdm,12,Divorced,Craft-repair,Not-in-family,,Female,55,United-States,A,0
30,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,,Male,40,Nicaragua,M,0
33,Private,10th,6,Divorced,Machine-op-inspct,Not-in-family,,Female,40,United-States,A,0
50,Local-gov,Some-college,10,Widowed,Prof-specialty,Unmarried,,Male,40,United-States,C,0
58,Private,Bachelors,13,Divorced,Craft-repair,Own-child,,Female,20,United-States,M,0
24,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,,Male,42,United-States,M,0
43,State-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,,Male,40,United-States,D,0
62,Local-gov,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,,Male,40,United-States,A,0
28,,HS-grad,9,Separated,,Unmarried,Black,Female,30,United-States,B,0
45,Private,10th,6,Divorced,Other-service,Not-in-family,,Female,40,United-States,A,0
20,Private,Some-college,10,Never-married,Adm-clerical,Other-relative,Black,Female,24,United-States,M,0
26,State-gov,Masters,14,Never-married,Exec-managerial,Not-in-family,,Female,40,United-States,A,0
49,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,,Male,98,United-States,B,0
19,Private,11th,7,Never-married,Other-service,Own-child,Black,Female,35,United-States,C,0
30,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,,Female,20,United-States,D,1
44,Private,HS-grad,9,Divorced,Machine-op-inspct,Own-child,Black,Female,40,United-States,C,0
22,Private,Some-college,10,Never-married,Other-service,Own-child,,Female,40,United-States,A,0
52,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,,Male,60,Cuba,M,1
29,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,,Female,80,United-States,D,0
35,Self-emp-not-inc,Bachelors,13,Never-married,Prof-specialty,Own-child,,Female,40,United-States,M,0
45,Private,1st-4th,2,Married-civ-spouse,Sales,Wife,,Female,25,El-Salvador,D,0
18,Private,12th,8,Never-married,Other-service,Own-child,Black,Female,15,United-States,C,0
25,Private,Some-college,10,Never-married,Adm-clerical,Own-child,,Female,40,United-States,A,0
33,Federal-gov,Some-college,10,Divorced,Sales,Not-in-family,Black,Male,40,United-States,A,0
52,Private,HS-grad,9,Never-married,Transport-moving,Unmarried,,Male,40,United-States,A,0
65,Private,HS-grad,9,Widowed,Sales,Unmarried,Black,Female,20,Jamaica,D,0
22,Private,Some-college,10,Never-married,Sales,Own-child,,Female,25,United-States,D,0
27,Private,HS-grad,9,Never-married,Exec-managerial,Not-in-family,,Female,40,United-States,B,0
33,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,84,Taiwan,A,1
40,Private,Bachelors,13,Widowed,Exec-managerial,Unmarried,,Female,40,United-States,M,0
50,Federal-gov,HS-grad,9,Never-married,Adm-clerical,Unmarried,Black,Female,12,United-States,B,0
35,Federal-gov,9th,5,Married-civ-spouse,Farming-fishing,Husband,Black,Male,40,United-States,A,0
40,Private,7th-8th,4,Married-civ-spouse,Other-service,Husband,,Male,40,United-States,B,0
42,Private,Masters,14,Married-civ-spouse,Adm-clerical,Husband,,Male,40,United-States,M,1
37,Private,HS-grad,9,Divorced,Transport-moving,Other-relative,,Male,40,El-Salvador,D,0
31,Local-gov,Bachelors,13,Never-married,Craft-repair,Not-in-family,,Male,40,United-States,M,1
22,Private,HS-grad,9,Never-married,Craft-repair,Own-child,,Male,50,United-States,A,0
46,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Wife,,Female,45,United-States,M,1
25,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,,Male,45,United-States,A,1
22,,Some-college,10,Never-married,,Not-in-family,Asian-Pac-Islander,Female,12,Thailand,C,0
29,,HS-grad,9,Divorced,,Not-in-family,,Male,40,United-States,M,0
27,Private,Bachelors,13,Never-married,Sales,Not-in-family,,Male,35,United-States,B,0
46,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,,Male,40,United-States,C,0
49,Private,HS-grad,9,Divorced,Sales,Unmarried,,Female,40,United-States,D,0
29,State-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,,Male,50,United-States,D,0
27,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,,Male,40,United-States,B,0
19,Private,Some-college,10,Never-married,Adm-clerical,Other-relative,Black,Female,38,United-States,M,0
42,Private,HS-grad,9,Never-married,Sales,Not-in-family,,Female,40,United-States,A,0
39,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,,Male,35,United-States,M,1
69,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,,Male,10,United-States,B,0
63,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,,Male,40,United-States,B,0
44,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,,Male,50,United-States,B,1
51,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,,Male,40,United-States,C,0
61,Private,HS-grad,9,Married-civ-spouse,Sales,Wife,,Female,4,United-States,A,0
61,Private,Some-college,10,Married-civ-spouse,Other-service,Husband,,Male,40,United-States,A,0
48,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,,Male,40,United-States,C,1
36,State-gov,5th-6th,3,Married-civ-spouse,Sales,Husband,,Male,40,Mexico,C,0
25,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,,Female,40,United-States,D,0
26,State-gov,Assoc-acdm,12,Never-married,Adm-clerical,Unmarried,Black,Female,40,United-States,C,0
28,Private,Some-college,10,Never-married,Other-service,Not-in-family,Black,Male,50,United-States,A,0
46,Local-gov,Bachelors,13,Divorced,Prof-specialty,Unmarried,,Female,43,United-States,D,0
20,Private,HS-grad,9,Separated,Other-service,Own-child,,Female,26,United-States,D,0
39,Private,Some-college,10,Never-married,Craft-repair,Unmarried,,Female,40,United-States,B,0
24,,Assoc-voc,11,Married-civ-spouse,,Wife,Black,Female,35,United-States,B,0
35,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,,Male,38,United-States,C,1
61,Local-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,,Male,35,United-States,M,0
28,Private,Assoc-acdm,12,Never-married,Adm-clerical,Own-child,,Male,32,United-States,D,0
21,Private,Some-college,10,Never-married,Other-service,Other-relative,Black,Female,20,United-States,A,0
28,Private,HS-grad,9,Never-married,Adm-clerical,Unmarried,,Female,20,United-States,D,0
55,Private,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,,Male,25,United-States,M,0
18,Private,11th,7,Never-married,Sales,Other-relative,,Female,40,United-States,B,0
35,Private,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,,Male,40,Mexico,M,0
68,,HS-grad,9,Married-civ-spouse,,Husband,,Male,45,United-States,B,0
19,Private,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,,Female,35,United-States,B,0
27,Private,Some-college,10,Never-married,Adm-clerical,Unmarried,,Female,60,United-States,M,0
25,Private,11th,7,Married-civ-spouse,Transport-moving,Not-in-family,,Female,40,Mexico,A,0
44,Federal-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,48,United-States,B,0
34,Self-emp-not-inc,HS-grad,9,Divorced,Exec-managerial,Not-in-family,,Male,60,United-States,A,1
32,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,,Male,45,United-States,B,1
43,Federal-gov,Doctorate,16,Separated,Prof-specialty,Unmarried,Black,Female,24,United-States,M,1
22,Private,HS-grad,9,Never-married,Prof-specialty,Own-child,,Female,20,United-States,A,0
35,Private,Bachelors,13,Never-married,Transport-moving,Not-in-family,Black,Male,40,United-States,A,0
47,Private,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,,Male,40,United-States,B,0
22,Private,HS-grad,9,Never-married,Other-service,Own-child,Black,Female,35,United-States,D,0
48,Self-emp-not-inc,11th,7,Married-civ-spouse,Farming-fishing,Husband,,Male,50,United-States,B,1
53,Private,Doctorate,16,Divorced,Exec-managerial,Not-in-family,,Female,55,United-States,M,1
38,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,,Male,35,United-States,C,0
35,Private,Assoc-voc,11,Never-married,Craft-repair,Own-child,Black,Male,40,United-States,B,0
44,Private,HS-grad,9,Never-married,Sales,Unmarried,,Male,40,United-States,C,0
73,Self-emp-not-inc,HS-grad,9,Widowed,Craft-repair,Not-in-family,,Male,24,United-States,C,0
50,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,60,South,B,0
36,Local-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,Black,Female,40,United-States,C,0
51,Local-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,,Male,40,United-States,D,1
51,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,,Male,40,United-States,B,0
48,Private,HS-grad,9,Divorced,Craft-repair,Unmarried,,Female,40,United-States,D,0
27,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,,Male,40,United-States,M,1
34,Private,Bachelors,13,Married-civ-spouse,Tech-support,Husband,,Male,40,United-States,C,1
56,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,,Male,50,United-States,D,1
38,Private,Bachelors,13,Married-civ-spouse,Other-service,Husband,,Male,40,United-States,B,1
45,Self-emp-inc,Assoc-voc,11,Divorced,Other-service,Unmarried,,Female,30,United-States,B,0
76,,Bachelors,13,Married-civ-spouse,,Husband,,Male,10,United-States,B,0
27,State-gov,Masters,14,Never-married,Exec-managerial,Not-in-family,,Male,40,Scotland,B,0
56,Private,Masters,14,Married-civ-spouse,Prof-specialty,Wife,,Female,40,United-States,C,1
41,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,,Male,35,United-States,B,1
39,Private,Masters,14,Married-civ-spouse,Handlers-cleaners,Husband,,Male,40,Poland,A,0
62,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,,Female,38,United-States,A,1
36,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,,Male,50,United-States,M,0
35,Private,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,Black,Male,40,United-States,C,0
35,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,,Male,50,United-States,M,1
30,Private,Assoc-acdm,12,Divorced,Other-service,Not-in-family,,Male,52,United-States,B,0
26,Private,Assoc-voc,11,Never-married,Sales,Not-in-family,,Female,40,United-States,A,0
49,Private,10th,6,Never-married,Sales,Unmarried,,Female,38,Peru,M,0
56,State-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,,Male,40,United-States,M,0
38,Private,Bachelors,13,Married-civ-spouse,Other-service,Husband,,Male,42,United-States,C,1
30,Local-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Other-relative,,Male,25,United-States,D,0
22,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,,Female,40,United-States,C,0
27,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,,Male,60,United-States,M,0
59,Private,9th,5,Married-civ-spouse,Sales,Husband,,Male,30,United-States,D,0
37,Private,11th,7,Divorced,Transport-moving,Not-in-family,,Female,40,United-States,A,0
43,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,,Male,40,United-States,D,0
21,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,,Male,37,United-States,C,0
24,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,,Female,17,United-States,A,0
44,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,,Male,50,United-States,A,1
20,Private,HS-grad,9,Never-married,Transport-moving,Own-child,,Male,40,United-States,A,0
81,,HS-grad,9,Married-civ-spouse,,Husband,,Male,18,United-States,B,0
34,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,,Male,45,Mexico,A,1
27,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,,Male,88,United-States,C,0
63,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,,Male,40,United-States,D,0
32,Private,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Wife,,Female,40,United-States,A,1
43,State-gov,Assoc-voc,11,Married-civ-spouse,Protective-serv,Husband,,Male,40,United-States,A,0
30,Private,Bachelors,13,Never-married,Sales,Not-in-family,,Female,40,United-States,C,0
56,Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,,Female,40,United-States,C,0
